EMP_OLD,FINCA_OLD,SECTOR_OLD,LOTE_OLD,EMP_NEW,FINCA_NEW,SECTOR_NEW,LOTE_NEW,DESC_CECO
96,1011,2,4,86.0,5019.0,2.0,4.0,Sector 2 - Lote 4
96,1011,2,5,86.0,5019.0,2.0,5.0,Sector 2 - Lote 5
96,1011,2,6,86.0,5019.0,2.0,6.0,Sector 2 - Lote 6
96,1011,2,7,86.0,5019.0,2.0,7.0,Sector 2 - Lote 7
96,1011,2,8,86.0,5019.0,2.0,8.0,Sector 2 - Lote 8
96,1011,2,9,86.0,5019.0,2.0,9.0,Sector 2 - Lote 9
96,1011,2,10,86.0,5019.0,2.0,10.0,Sector 2 - Lote 10
96,1011,2,11,86.0,5019.0,2.0,11.0,Sector 2 - Lote 11
96,1011,2,12,86.0,5019.0,2.0,12.0,Sector 2 - Lote 12
96,1011,2,13,86.0,5019.0,2.0,13.0,Sector 2 - Lote 13
96,1011,2,14,86.0,5019.0,2.0,14.0,Sector 2 - Lote 14
96,1011,2,15,86.0,5019.0,2.0,15.0,Sector 2 - Lote 15
96,1011,2,16,86.0,5019.0,2.0,16.0,Sector 2 - Lote 16
96,1011,2,17,86.0,5019.0,2.0,17.0,Sector 2 - Lote 17
96,1011,3,1,86.0,5019.0,3.0,1.0,Sector 3 - Lote 1
96,1011,3,2,86.0,5019.0,3.0,2.0,Sector 3 - Lote 2
96,1011,3,3,86.0,5019.0,3.0,3.0,Sector 3 - Lote 3
96,1011,3,4,86.0,5019.0,3.0,4.0,Sector 3 - Lote 4
96,1011,3,5,86.0,5019.0,3.0,5.0,Sector 3 - Lote 5
96,1011,61,0,86.0,5019.0,61.0,0.0,Quineles
96,1011,62,0,86.0,5019.0,62.0,0.0,Rondas
96,1011,63,0,86.0,5019.0,63.0,0.0,Areas Improductivas
96,1013,0,0,86.0,5020.0,0.0,0.0,Finca Hacienda Magdalena
96,1013,1,1,86.0,5020.0,1.0,1.0,Sector 1 - Lote 1
96,1013,1,2,86.0,5020.0,1.0,2.0,Sector 1 - Lote 2
96,1013,1,3,86.0,5020.0,1.0,3.0,Sector 1 - Lote 3
96,1013,1,4,86.0,5020.0,1.0,4.0,Sector 1 - Lote 4
96,1013,1,5,86.0,5020.0,1.0,5.0,Sector 1 - Lote 5
96,1013,1,6,,,,,Desactivado
96,1013,1,7,,,,,Desactivado
96,1013,61,0,86.0,5020.0,61.0,0.0,Quineles
96,1013,62,0,86.0,5020.0,62.0,0.0,Rondas
96,1013,63,0,86.0,5020.0,63.0,0.0,Areas Improductivas
